Emotion,Text
joy,I am happpy when I get good results in the field of academics or athletics.  
sadness," But , dad , it's stormy outside . "
sadness,When my neighbour's life was threatened by someone who was trying to break into his house.
sadness,When I went out with my dog in a forest late at night when we were on a camping.
joy,"After my vacations, one day after a lecture it occured to me to buy a rose for my mother.  We went together to a pub and my mother told me that she would be getting married next Spring.  I did not known about it and so was all the more glad."
joy,"When I met a girl and asked her for a date and she agreed, (I thought this girl would never like me), this was an emotion of joy."
anger,My lovely girlfriend double-crossed me and so that I found her chatting with another guy.
neutral, I am not ! 
sadness, is not a strategy  is not a factor is not an option
neutral, Right . 
sadness,I was so sick that my relatives thought that I was bewitched.  I felt like dying.
sadness,I had an important amount of money with me and felt fear of being assaulted.
joy,When I married my wife and took her home for the first time.
joy,I unexpectedly got a present from my father.
joy,The begining of my relations with my current girlfriend.
joy,Won a prize for effort.
joy,"With a wide , delighted smile , because she hadn't really expected ever to see him again , she teased , ` Are you following me ? "" "
sadness,"Every time I imagine that someone I love or I could contact a serious illness, even death."
anger,The housing council asked the city to cut 40 linden trees so that the inhabitants of the lower floors would have a view to the sea.
anger, What do you think I should do about it ? 
sadness," This has been the worst and best day of my life , Taylor . They kept you in the hospital , and ... "
anger," He treats everyone pretty badly , but the way he treats me really takes the cake ! "
anger, Who knows ! That might come to later . 
joy,"On my birthday, when a very close friend sent me a huge bouquet of flowers."
neutral, Why ? 
sadness,Death of paternal grandmother to whom I was very close - died of cancer.
anger,You shouldn't have told her the truth.What can we do now ? 
joy, Hi ! I'm Nancy . Nice to meet you . 
sadness, Terrible . 
neutral, Heads . 
neutral, Absolutely . 
anger,"Clive Greenacre was not only put out when his agoraphobic wife started to express her anger about his callous behaviour , but also amazed by the sexual demands she then started to make on him . "
joy,"But Matta was gazing at him , and his grin was wider , more gleeful . "
anger,I wrote an assignment and was given less marks than a friend with whom I had previously discussed the assignment.
neutral, You are right . Our company ’ s Christmas party has always been an amazing occasion for everybody to relax and get to know each other better . It is also a time to make new friends and do some networking . 
neutral, my advisor ? 
sadness,Julie is devastated to discover she is adopted and she sets out to find her natural parents . 
neutral, What signs ? 
sadness,A large german shepherd dog ran and barked at me (he didn't bite fortunately).
sadness,When I almost fell down from some rocks because I had been acting foolishly and playing dangerously.
joy, Very well . If I leave I'll miss you . 
sadness,"I love her so much , you know . I want to be alone . Please keep quiet . "
sadness,When my cat ran under a car and came home wounded. He could hardly walk. I didn't dare to go to a veterinarian because I was afraid he would kill him.
anger,"I unfairly got a low mark on an exam and I failed to win a grant, since then I don't have much confidence in myself at an exam."
joy, OK . I'll try a Pinto . I want to rent a car for one week . 
anger, I've already suffered enough without listening anymore to you ! 
sadness,"To misquote you : he is itinerant because he is miserable . "" "
anger, Silly boy ! The dustbin is at the back of the school . Now pick up the paperand put it in the dustbiri . 
sadness, Hello ? Can you help me ? My computer ! Oh man ... 
sadness,"Me , I 'm miserable that it 's all beginning . "
sadness,"Yesterday the heartbroken teenager , who was on the verge of trials with the Royal Ballet , said : ` In just one second , my life has been wrecked . "
sadness,Giving this a try.. No owl lamp #sleeptweet
sadness,When my grandparents moved to another part of the town.
anger,Mrs Friar looked offended but continued . 
sadness," I'm sorry , I didn't know that . But I wanna help . "
joy,"Elaine exclaimed , her delight evident as she entered the open-plan living- and dining-room decorated in a fresh lemon and blue fabric which Christina had chosen . "
neutral, Are these seats okay ? 
anger,I wanted to borrow lecture notes from a friend and he did not lend me them.
joy, That makes sense . I think I'll do that . Thanks for all the help . 
joy, A lot of things . There is a part about how old people should accept being old and stop feeling restless . You really should read it . 
anger," Oh , what a terrible situation ! This traffic is unbearable . "
joy,Hey Jane . How are you doing these days ? 
neutral," Yes , I do . "
anger,While studying chemistry with a friend we became angry with eachother because we were both fed up.
anger," The door bell doesn't work , the sink is leaking "
anger,When I was pointed out as a problem child in primary school and my mother took the teacher's point of view.
neutral," Oh , I see . "
joy,"He sat looking at the fire with lowered eyelids , a contented expression on his face , looking like a big overfed cat . "
sadness," last forever, last til the person gets over it and confronts it or til someone badder comes along."
sadness,They were on the top floor of an old house and he was very cold and very miserable . 
joy,I had lost the excitement of the first Ramble to the Trossachs which had all been new territory . 
anger,I took part in a football match. The referee was extremely partial to the opposite team. This stirred up my discontent and anger.
sadness," Yes , I know . I regret it very much . "
neutral, What note ? 
neutral,Hello ? 
joy,Neither he nor Peter can conceal excitement at being back in the limelight again . 
joy,"I had a picnic with old classmates, we chatted and played games."
sadness,"They should make a 24hours a day Reese Witherspoon channel, I wouldn't change the channel #3amtweets"
joy,When I attended my cousin's 31st birthday.
joy,Getting a good mark for a subject I had worked hard at but expected only a moderate mark.
sadness," I'm sorry , Lucy . I'm afraid that I can't get up . "
sadness,"My friend and I had offended our classmate unintentionally.  We wanted to apologize to her so we decided to visit her.  We knew that she was stubborn so we were frightened.  When we rang her door bell, our fear was at it's climax"
joy, That's a great idea . Why don't you call him . I already talked to him a couple of times and it might be good for him to hear from somebody else . 
neutral, Alright . We are out of everything . 
anger,Alexandra grew even crosser as it became obvious that Matthew had been invited in his own right . 
anger,She was offended and took it all personally . 
joy,"A very good friend of mine had been away for three months. When we met again, we ran up to each other and embraced."
sadness,"Y a @IDFrabbi , qui se définit comme Friend of the Israeli soldier and Mossad agent. qui me follow sur twitter. #9FARET"
joy, Eighteen.Some friends are having a birthday party for me tonight.Do you want to come ? 
anger,I told my friend something confidential which was supposed to remain between the two of us.  The next thing that happened was that a girl who is not even close to us came laughing and askad me to tell her about it.  I was very angry with my friend as I had trusted her.
joy,"Bang on cue , she strode out on to the stage , feeling none of the terror that had crippled her last performance , the excited cheers of the children bringing a beaming smile to her face . "
sadness,"One night, when I got out from the University I saw two strange people near my car. When I got near, they moved away, and then came close again. I had a feeling that they were assaulters. After I left I discovered that the windshield was broken."
anger,"When they got to the florist and Georg saw his father emerging he really was cross , so cross he leapt out from the driver 's seat and intercepted Willi on the pavement . "
sadness,There was an anguished cry from the tub . 
sadness," I'm sorry , but our university computer center only sells Macintosh equipment . "
sadness,"When a friend of mine discussed with me, I felt fear of losing her. This occurred because we had a missunderstanding between mutual colleagues."
anger,"He made a good living , and seemed resentful of his wife 's decision to take in a lodger . "
neutral," Oh , I see . "
anger,Someone talking about me at my back.
joy," I forgot what I put up with . In that case , I do deserve these flowers . "
sadness,"Isaiah 54:14 I am far from oppression, and fear does not come near me.”   #promise"
sadness,"Unless they are given opportunities to express their grief in appropriate ways which can include weeping for loss , they will never be able to acquire the creative energy necessary to find a new job . "
joy,"She became happier , more settled . "
anger,"When my mother slapped me in the face, I felt anger at that moment."
neutral," Yes , I am . "
joy,Now that he was committed to a course of action he felt exhilarated . 
joy,The very idea is preposterous and I was overjoyed to see that you believed me . 
sadness, I ... I failed to pass the examination . How I wish I had studied hard . 
anger,I reached the bus stop and realized that I had forgotten my bus pass.
anger,"What a mess , Jack ! "
sadness,Few years ago my father was very ill. He stayed at a hospital for a long time. Then I experienced that terrible feeling that I might lose him.
joy," In the evening , we just sit and talk over dinner . But on the weekend , we try to go out to the beach or hit a nice restaurant , or go to a nice cafe . "
sadness,how do you let go of the fear when it is time to step up to the plate? 
joy,I passed an exam which I thought I had failed.
sadness,A break-up with someone I really liked.
joy,"When I got my first unknown compound while doing my M.Sc research, I was very happy.  This is because my research was based on this type of reactions and compounds."
sadness,"i should clarify: we're winning the *game* of terror, not the war on it. america terrorizes like fucking no one does. still, plenty to "
neutral, Good . 
joy, Can you tell me how to improve myself ? 
neutral, Both . 
joy,Easter holiday - I had been working weekends and had just left.
neutral, The beauty under the tree ? 
sadness,"When I began to read a thick book, which I had a limited time to read.  Also when I have a lot of work to do and I cannot keep up."
sadness,"Finding out that China is poor, so we cannot have good reference books."
neutral, What ? 
anger,My best friend at school told lies about me to a boy I was seeing and went out with him herself.
joy,I've been chosen to plan the next family reunion . 
anger,When my rights to use a shared house had been usurped by co-owners out of pure selfishness.
neutral, Do you ? 
anger,"A girl whom I trusted and with whom I had shared personal, confidential matters twisted the facts and told it to a common friend of ours.  When this common friend told me the version my friend had told her, I was angry."
sadness, I'm really sorry I let you down . I'll make it up to you somehow . 
joy,"When I got an unexpected letter from  a guy, who had been my school mate."
sadness,"When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue.  I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go.  The situation ended happily since there were no consequences."
neutral, Is it far ? 
anger,Jean-Paul gave a sigh of exasperation . 
neutral, Yes . 
sadness,"Our tutorial group was soon to be divided, and we got a list of names of freshmen, out of which five were to be in my group.  We read the names and then each group went its own way to a seminar room.  I wondered how I would cope with the new situation and if I would succeed as a group leader."
joy,Having received an offer to do post-graduate work.
joy,So we 're quite excited about it and also it 's quite a major problem . 
joy,When my wife gave birth to a baby boy - my only son to date.
sadness,Guy I cared for went back to Canada to live.
sadness,When we were on holidays my girl-friend had to leave me after 4 weeks and I had to stay in Turkey for some more weeks because I had a job there.
neutral," Dude , don ’ t equivocate . A theory only becomes a theory after withstanding rigorous testing . You slept through class , didn ’ t you ? "
sadness,I bet that I would jump down from a window. I was sure that I would jump but before I did it I rather felt fear.
anger,"While playing a ball game, I was just about to make a goal when I was thrown off my feet, and I failed to score the goal."
anger,But Christine felt vexed when at the next Pack Meeting Sarah lost points for the Six through being a slowcoach . 
neutral, Maybe . 
anger,We had fixed time for practice as we had to participate in the inter-department song contest.  I arrived and found that there was nobody there.  When I went to the canteen I found them eating lunch.  I was so angry that I aired my greviances to one of them and then left.
joy,Can't remember specific event - besides just being moderately happy until a year or so ago.
anger,"He seemed exasperated , though well in control . "
joy,After having considered it for hours I was able to overcome my scruples and to call a friend with whom I had fallen in love. I realized that my decision was right - and was very glad.
anger,I helped my little sister (13 years) learning mathematics. Obviously she did not want to understand what I explained and started to cry. I grew angry.
joy,Selling my used car.
neutral, Poor guy . 
neutral," Oh , no . I couldn ’ t possibly . "
sadness,When I had crossed London forest I heard that there was a rabid hyena just near the path in the forest.
neutral, Bingo ! 
neutral,How's work ? 
joy,Tremayne was pink with gratification . 
sadness,A friend of mine told me that my boyfriend had been with another girl this Summer.  We had been going out together for four years and we had not done so for the last three months.  I could not believe it.
joy,But now she looked excited . 
joy,When I learned that my parents were going abroad and leaving me alone for a few years.
joy,"This time , the Prince 's amusement was obvious . "
sadness,"Is ur child a worry wart? Here is a tip from, Wilma Jean the Worry Machine. Genuinely accept your child’s    "
neutral, April fool ! 
sadness,"I felt very lonely, was very dissatisfied with myself when I realised that I could feel very jealous of other women because of my boyfriend."
anger,I'm going crazy . 
sadness,I felt alone among a large number of people.  I was sad to see that nobody cared about what was happening to me.
anger," Well , you guys worked hard for it . It's really beautiful . "
neutral,"Look at this headline , Soo Mi . "
sadness,"Several years ago my mother died. She had been ill for a long time, but nevertheless her death came unexpectedly. I did not and I still do not want to believe that it is true."
neutral, OK . 
joy,Being together with my best friend.
anger,"Oh , my God ! I've been cheated ! "
anger,"My mother told me that I could not go to the mountains.  Despite my age, as long as I am in her house I must do what she says."
neutral, Here we are . You find us a table and I'll get the drinks . 
anger,` I was so mad when your father tried to twist my arm . 
joy,When passing the final examinations for social worker.
joy, Thanks . 
neutral,It is high time you have a talk with him . That may help clear the mists . 
sadness,"Oh , my god ! My wallet is lost . What should I do ? It drives me bonkers . "
neutral, Yeah ? 
sadness,The Brazilian lover was looking increasingly disconsolate . 
sadness,When I got to know that my father had passed away.
joy,I watched a football match with my old friend.  The performance of the team was very good and the team members were full of spirit.  The match was excellent and every time a goal was scored I felt excited.
anger,It smells like an ashtray in here ! 
sadness,You may find out that I am stupid and not to let me do your experiment.
sadness,Politicians who objected to Mrs Thatcher and her radical conviction politics suffered the anguish of apparently unresolvable frustration . 
sadness,There's a mysterious ticking noise somewhere by my bed.  not the  puppet pals kind. #scared
neutral, I see . 
anger,"I heard friends grumbling at me in an adjoining room, although they had behaved in a friendly way when I was present."
joy, Thank you . 
neutral, What do you mean by us . 
sadness,Taking a trip to crocokile country I fell out of the boat and was motivated by fear of being eaten to perform great swimming feats.
sadness,"I had not told my parents about my bad marks in school. One day, my father wanted to speak to the teachers. Fortunately I could influence my parents to take it easy."
joy,My son was registered to get admission in grade one of the         primary school.  The chances of him getting a place there was 1/10.  Two weeks later I was informed that he had been enrolled.
joy,"In our elation there was some suspicion that our experience had been secret , adventurous , and unique . "
sadness,Late one night I was pursued by gipsies who had no good intentions.
anger, Don ’ t you know our movie starts at seven ? And we were going to meet at the theater at five to seven . Then it doesn ’ t make sense to meet at the apartment . 
neutral, I suggest a walk over to the gym where we can play singsong and meet some of our friends . 
sadness,"I was a passenger in a jumbo-jet which was accelerating down the runway and almost at the point of take-off, when the pilot suddenly braked and put the engines into reverse thrust, in an obviously urgent attempt to stop the aircraft. The hostesses show signs of concern and my first thought was that something was on the runway in our path and that we were in danger of hitting it."
joy,"Not so , according to elated opponents of nuclear power . "
neutral," Well , it pays off for her.How old is she anyway ? "
joy,"Suddenly , to her relief , the telephone rang , Joanna picked it up , wrote down the message , and came back to the table , looking elated . "
anger,When my dress and a few other things were stolen from my wardrobe.
sadness,For not having succeded in getting the job as a translator that I wanted.
sadness,The death of my grandmother.
sadness,When my uncle died of leukemia at age 35.
joy,"Found out that the girl I love loves me, too."
sadness,Don't let grab your tongue nor let it confine  your #heart #life is too short to live an #mundane #existence ~milla
neutral, You're so old fashioned ! Nobody is going to pull down your pants ! 
sadness,"When my boyfriend was leaving to go home one night, I had a very deep sense of uneasiness and an unwarranted fear that I wouldn't see him again."
anger, Just get out of my face ! 
anger,Someone didn't show up at a meeting in spite of having agreed to come.
anger, I want to file a complaint . 
anger,Why am I being charged $ 10 for a movie that I never ordered ? 
joy,When I was admitted to the Chinese universiity.
anger,A girl entered in the division where I work and greeted everybody but not me.
sadness,When my son has a pain in his leg (for no apparent reason).  
neutral, Are you sick ? 
joy,"When I got a first class in the twelveth standard exams, I was very surprised and happy and I had a very good time with my friends."
sadness,I was in a car accident on the way back from a weekend rowing regatta we'd won. 5 others were in the car. I thought I'd never be able to row again.
joy, that's what friends are for . 
anger,"My father used to get so angry at her stubbornness -- not at all like me , used to doing what I was told . "" "
anger,"My parents are divorced, father pays alimony for me. Two years ago my sister who lives with father, suddenly asked mother for money. As she considered the amount of money my mother offered her too small, she brought an action against mother. I was terribly angry with my sister."
sadness,"And when I first got an inkling the little was far worse than none , and I became melancholy and miserable . "
neutral, She's 42 . 
sadness,"When I learned that my former boyfriend had become engaged - although I was glad that he had found what he wanted, I was very sad at my own personal loss, since I had always hoped we might one day reconcile."
sadness, I won't do it again . Please forgive me . 
neutral, Ok . 
neutral, It starts at 8 
joy, How do you like this waltz ? 
neutral, Why not ? 
joy,Had a letter from my father (usually he does not write to me).
sadness," I'm sorry , this is our rock bottom price . "
sadness,"` It is a long time since anyone cared for you as tonight you cared for Ana , is it not ? "" he asked softly , his hand coming to tilt her downcast face . "
joy,"Whatever I want , she wants , and she 's pleased at how things have turned out . "
anger,When someone chased me from his house.
joy,"He was gleeful about the idea of a Faber ` Vaudeville "" production in 1929 where he starred as a baritone singing Bolovian Ballads and a song about a blue baboon . "
neutral, Thank you . 
neutral, Yes . Why ? 
neutral, I will . 
neutral, How much ? 
neutral, It must be locked . 
anger,"The British , however , remained suspicious of American motives , and resentful of their advice . "
anger," Well , he made quite a few mistakes on the monthly report and when his supervisor found them , my manager blamed them on me ! "
anger,When I quarrel with my husband . He didn't even try to cool me out . 
neutral, How's that ? 
anger,"` Robots , "" he said , ` gave me a means of venting my anger , "" a remark whose logic baffled me until I read another ` Logic alone can not explain this . "" "
sadness,I'm afraid of not being able to go to the school I want because of suffering grades.
joy,I received the message that I'd been accepted at the school where I really wanted to go.
sadness," Oh , I'm terribly sorry . but I couldn't find the yoghurt I saw here last time . "
joy,When I asked my girlfriend to marry me.
neutral, Ok . 
sadness, I'd like to . But I'm not myself today . 
neutral, I'll be there on time . 
sadness,When two drug addicts tried to take away my money.
sadness,He looked so crestfallen Preston felt sorry for him . 
joy,The man I am going around with gave me a very special present.
neutral, Good bye ! 
joy,"And suddenly they found themselves talking the sort of language that all of us can understand , and they got quite excited about this . "
anger," Very well , consider me gone . "
joy, That sounds so interesting . I wish I learned a hobby . 
anger,"When I was mistakenly accused of being a thief when I accidently gave a fake coin at a counter.  I realized this before I handed over the coin, but the man called me a thief and called a witness."
joy,"A holiday at a white sand deserted beach. A cool evening near the end of summer and we had a fire in the sand - toasted marshmellows, cuddled and drank champagne."
joy,Going to see a good film with my best friend.
anger,"It was quite recently, at the football match between the national teams of Bulgaria and France. I felt strong anger with the Scottish referee who ran the match quite partially."
neutral, In Boston . 
anger,"Busking or playing musical instruments in the Underground , to the annoyance of other passengers , is an offence "
joy, Thank you . But I don't think I'll bother . 
sadness,@_AndreasHuebner: is nothing else than perverted #faith. Your ability to fear is a proof of your ability to #believe.
sadness,Assaulted by drunken neighbour.
sadness,When I was ditched by my girlfriend.
sadness,After my father died suddenly of a heart attack.
anger,The headmistress at a secondary school accused me of banging the classroom door when I didn't in front of the whole class.
sadness,"He wandered around in a state of utter dejection , belonging nowhere . "
anger,When I read about Reagan's tactical decision concerning the South African boycott.
joy,Boy ! What a beauty ! I fall in love with her at the first sight . 
sadness,"I had to have my tonsils out. I had been making up my mind almost for a year - I was afraid. But during the two hours in the hospital room, while I was waiting to be called for the operation I felt a real fear - of the pain, of what they were going to do to me, of the unknown."
neutral, It depends . 
neutral, Aug 8 . 
joy,When my present boyfriend asked me initially to go out with him I had waited a long time for this to occur.
neutral, Huh ? 
joy,I won a sport contest.
sadness,My girlfriend who had spent 6 months abroad broke off our relationship by letter.
joy,I had gone camping with my old classmates and there was a storm.  We were in a flurry but at that time I felt the love and concern of my friends.
sadness,When I was going to bring back my girlfriend to LA to meet my parents.
sadness,When I heard about the death of somebody I liked very much and I was not present either to see the person or to try to share my emotions with other friends.
sadness,When someone in my family died.
sadness,"For Swift , there is a connection between cosmetics and prostitution ; the carefully assembled exterior often conceals both physical horror and moral contamination . "
anger,How dare you accuse me of stealing your computer ? 
anger, Why are you being so nice to me ? Don't think for a second that I trust you . 
sadness, What a thrilling trip ! 
joy, I am glad we've straightened everything out . 
anger," Shut up ! Now you are in my car , you should listen to me . Or you can get off . I've told you I'm in a hurry . I don't want to waste time on the road . "
neutral, I'm afraid so . 
neutral," Perhaps you can try the three minutes date , the latest type . "
anger,Made mistakes in exam.
neutral, No problem . 
joy,"Arriving in New Zealand as a teenager - first overseas trip - something \exhilarating\"" about the change of scenery etc."""
anger,"This time , with deepening anger on the streets over price liberalisation , the hardliners were not to forgo their chance . "
sadness,My mother's death.
sadness," It ’ s getting worse . Now he ’ s eating me out of house and home . I ’ Ve tried talking to him but it all goes in one ear and out the other . He makes himself at home , which is fine . But what really gets me is that yesterday he walked into the living room in the raw and I had company over ! That was the last straw . "
anger,Doctor McCann turned an exasperated face away and addressed himself to Peg . 
sadness,"It was , however , obvious that there was some deep sadness within him . "
neutral," I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... "
joy, Very much.What time ? 
sadness, It's a pity . I'm afraid that's too loud for me.Thank you . 
neutral, So you are . 
joy," She was patient , kind , fun , smart , caring , and yet strict , too . I really learned a lot from her . "
anger,I was angry with a person who behaved terribly at a ball offending her relatives.
anger,When I was talking to HIM at a party for the first time in a long while and a friend came and interrupted us and HE left.
sadness,"When I feel I must be with somebody, to talk with somebody - but I am alone."
anger,"Out of breath , and furious to note that he wasn't even panting , she struggled to free herself , then glared at him . "
joy,"When after 10 months of national service I was \downgraded\"" and did not have to do the remaining 5 months."""
joy,You look pale recently . 
sadness,"When my grandfather died. When I heard about his death, I had a bad feeling in my stomach and I felt as if I had lost something very precious."
joy,"That was soon after the results of the interview which nearly 9,000 people attended in all the three regions of Malawi. My joy came after hearing on the radio that I was one of the people selected to undergo the Medical Assistant training at the L.S.H.S."
anger,Somebody wanted to beat my brother at a wedding ceremony and I was trying to protect my brother but the other man was calling names to both of us.
joy,"I was in a dancing-tavern and the atmosphere was one of waiting for the end of the world.  Suddenly people began dancing wildly, inspired by the band.  An unbelievable experience : wonderful that even Finns sometimes flare up and forget to think \what others are thinking of me\"".  It was delightful to dance to one's heart content."""
sadness,The death of my twin sister - suicide.
neutral, Yes . 
neutral, I hope so . 
sadness,I was driving very fast on a small road and I met an oncoming car in a right handed bend.  The other driver was on his own side of the road and I had to skid out of it to avoid a collision.  It was dark.
anger," No , you haven ’ t . You just don ’ t care about me . You ’ re an indifferent husband . "
joy,I most joyous moment was the day I got my marks.  I was very happy when I came to know about my marks at the M.Sc (part I) examination where I got 71.5%.  This was the highest marks I have ever scored in my life.
anger, She made another white crack about my clothes . 
joy,"He pressed himself back once more against the wall , panting with excitement . "
anger,"When I saw a big man hit another one, and nobody did anything."
neutral, So what's the problem ? 
joy,When I heard that I had passed Primary School Leaving Certificate and was selected to go for Secondary education.
neutral, What is it ? 
joy," If you don't think twice about the rides and go on every ride that you can , you'll have a good time . "
anger,When I was punished in school for no serious mistake of mine.
neutral, What for ? 
neutral, All right . 
sadness,This morning during my sleep I had a feeling that someboby was attacking me.  I started crying in my sleep and then my room-mate woke me up.
anger,My car had been towed away by the traffic police because it had been wrongly parked.  However the sign had been put up only after I had already parked.
neutral, Don't ask me . I don't wanna be involved in your quarrel . 
joy, When did you learn to dance ? 
sadness,Watching a horror movie with friends.
sadness,A girlfriend ended our relationship in an abrupt and unexpected manner.
joy," Well , the life style is much more relaxed than here in the city . And the seafood is tastier ! "
neutral, no problem . 
neutral, He is cute.What dose he do ? 
anger,When a thief broke into my house and stole some valuable goods.
anger,"This causes considerable annoyance to the Germans , who find themselves being forced to speak English and say that they will settle the matter ` by decree "" . "
joy,"I felt glad to live again when I went to a meeting about the \Knowledge\"". There are 4 techniques of meditation that connect you with the essence of the human being."""
anger, I really want to take him over my knee . 
anger,"About a month ago the Regional Council refused to pay my wife the due maternity benefit, because of bureaucratic reasons."
joy,When my boyfriend came back after being away for 10 days.
anger,When a colleague was rude with me because she didn't understand the subject about which I was discussing.
sadness,` I feel despair at being deceived and betrayed . 
neutral, Like what ? 
sadness,"In a cottage in a large forest, I was alone for a while in the dark."
anger,Flight BE407 to Rome is delayed . Will passengers please wait in the lounge . 
sadness,I had to leave my girlfriend for 4 weeks because of my studies. This happens frequently. The last 24 hours before my departure are always very depressing.
neutral, Me too . 
joy,When I was accepted as a student.
joy,Did you know that?! I just got an A :)
sadness,I felt fear when my friend and I broke into an abandoned military base in Los Angeles this summer. I feared because I didn't want to be caught.
anger,When I heard that I was not to be provided with another pair of medical uniform.
anger,Mitchum was furious when he heard that . 
joy,The day I heard that I passed the high school exam.
sadness,Speaking in front of a large group of people.
neutral, 4 days . 
anger,"The rebels --- who want the government to recognize them as a legitimate force of change --- were miffed that the bill referred them in vague terms , such as `` dissenting groups in Chiapas . ''"
anger,South Korea cheating for gold medals.
sadness,When my parents and sister went on a trip and I was separated from them for about three months.
joy," Cool ! What kind of Chinese painting do you prefer , free sketch or claborate-style painting ? "
joy," Ok , let's go . "
neutral, Yeah . 
joy," Sure , that would be great . I'll bring the wine . "
joy,"To be able to prepare myself better for an important examination, I did not spend the nitht with my girl-friend but in the students' hostel. I had not done that for months. The day when I had the exam, somebody knocked at my door at seven o'clock in the morning. My girl-friend who likes sleeping late, had come to be able to be with me."
anger,Korean judges cheating.
anger," Well , now I've seen it all ! What a rip-off this place is ! "
sadness,"She was particularly concerned when , shortly before her wedding day , she discovered that Prince Charles planned to give his friend a bracelet inscribed with their nicknames ` Fred "" and ` Gladys "" . "
anger, That's absolutely ridiculous ! 
joy,When I was selected to the university of Zambia.
joy,When I recently got a very positive answer from a clinic telling me that they would willingly assist and collect data for me for a clinical pilot study.
anger,"I was on vacation, and therefore I did not attend a meeting of the day care centre.  Nevertheless, the very day I came back they called me early morining to ask me \what are you going to do about the matter ?\"" (which had been discussed in the meeting).  Then I got angry."""
sadness, Don't look so horrified ! 
anger, Exactly.That ' s the worst part . 
anger," It ’ s an absolute outrage , Sarah , the US government wants to give 25 billion dollars of taxpayers ’ money to the auto industry . These are companies that have been mismanaged and are now nearly bankrupt . "
sadness,"When I said good-bye to my girlfriend.  I had spent two years on developing this relationship and it was unsuccessful, I felt very sad."
sadness,When I was nearly attacked by a man who had been chasing me.
anger,A person I trusted a lot gave me many false explanations to justify a wrong action.
sadness,"Our , most of our rules and most of our laws are made by people who are frightened of losing their property , and not the sort of people who are frightened of being mugged at night . "
joy,First public speaking.
neutral," I will . You know , as a newcomer , I think it might be a good opportunity to get to know people from the other departments of our company in a more relaxed atmosphere . "
sadness,Had a coffee about 2 hours ago and I'm coming up like a bastard with the and jitters now! Need 2 naggins to calm me down !!!
joy,The day that my boyfriend appeared at home with a pair of rings for our wedding.
anger,If my Mam got mad with me for something I 'd done -- or more often something I hadn't done -- she used to make moaning noises and stagger about the house as if she was dying . 
sadness,When I woke up at night to find a fire spreading towards the bed -rooms.  I was very frightened as I realized that I faced death.
joy," Oh , hi ! I'm Barbara Johnson . Nice to meet you . "
anger,"Stop running around in front of the TV , will you ? Why don ’ t you just sit and watch ? "
neutral," Don ’ t worry , I can handle that . And I know if the boss is there , even it is an informal evening , it does not make a good impression to get totally drunk in front of him . "
joy,It is difficult to tell whether they are disappointed or pleased when the expected end seems delayed . 
joy,I noticed that Meryl Streep and I had similar cheekbones and jaw structure.
anger,I experience that feeling when I am insulted without deserving it or when someone deceives me.
neutral, Thank you . 
sadness,"She had assumed that because mother hadn't wept or shown grief that her father hadn't been loved by anyone but herself and her father 's parents , who wept copiously . "
sadness,"The fear about my future : work, making ends meet and health. Coping."
sadness,"There was a scene of shooting in front of my house, I was very afraid. Two armed men confronting. I didn't discover the reason of the incident."
anger,"I worked with several classmates on a project.  I was very anxious about the project while my partners showed no concern  and when we had meetings on the project my classmates  did not pay any attention.  Some of them read books while the others argued on irrelevant questions.  The meeting would go on for two hours without the main theme being discussed.  We wasted time and could not reach a compromise.  My classmates avoided doing the work and the responsibilities, they seemed to value other projects more than this one."
neutral, All right . 
anger,"In fact , now you come to mention it , I 'm a little bit peeved with her . "
anger,I walked in on a teenage patient of mine (I work in a hospital) as he was going through my office drawers and he had removed money from my purse.
neutral, Was he upset when you told him you had to leave this weekend ? 
anger,I had gone on a vacation and my mother left home without leaving me any thing - money to come back to school.
sadness,"My son lives with my parents in the country and I feel this feeling always when leaving for Sofia, but the last time it was quite strong."
sadness,"He stood there stoically , hiding his grief as Newlands announced he had received only twelve votes . "
anger,"One day, when riding on a bicycle path, a car coming from the opposite direction forced me to get off my bike although I had the priority."
sadness,The Repton boy 's horror at Churchill 's anti-Bolshevist campaign had turned into a more adult and less ferocious criticism . 
neutral," Sometimes it takes too long to find the exact information you are looking for . Besides , I like to read a magazine in a coffee bar sometimes . "
anger,One minister was miffed yesterday when he found his seat occupied by a journalist talking to a fellow cabinet member before the meeting began .
sadness,"One night, walking along a park, I began to think that some roughnecks would appear suddenly with knives and things like that."
sadness,When the girl I loved turned me down.
neutral, No problem . 
joy,When I met a good friend of mine after a long time.
sadness,When I was not chosen to go to your English lectures. 
sadness,Resist Launch out into the deep!
neutral, Why not ? 
anger,When I saw that my bed at the hostel was a mess I guessed that someone else had used my daily necessities.  I felt that my  personal sanity had been affected.
neutral, Bread . 
joy,When my application for studying the masters degree was accepted. 
neutral," Well , he has already taken you know , that's his wife right there . "
sadness,@myfoxla you are reporting on the basis of please stop trying to place #fear into viewers. It's uncool. #occupyla #ows
sadness,Watching a football game. This reminds me of the time when my father was still alive and when we watched football games on TV together.
neutral, I won ’ t damage it . 
sadness,My current work load is too much.  The feeling comes back from time to time.
anger,At home when they lost three pieces of my puzzle.
neutral, 856674 . 
sadness," I'm sorry , I overslept . "
